c1_00_p, 0.01
c1_00_beta, 0.100
c1_00_starbeta,0.100***
c1_00_se, 0.038
c1_00_n,291532
c1_00_r2, 0.81
c2_00_p, 0.00
c2_00_beta, 0.111
c2_00_starbeta,0.111***
c2_00_se, 0.038
c2_00_n,291532
c2_00_r2, 0.81
c2_02_p, 0.10
c2_02_beta, 0.076
c2_02_starbeta,0.076*
c2_02_se, 0.046
c2_02_n,291532
c2_02_r2, 0.81
c2_25_p, 0.98
c2_25_beta, 0.001
c2_25_starbeta, 0.001
c2_25_se, 0.037
c2_25_n,291532
c2_25_r2, 0.81
c3_00_p, 0.01
c3_00_beta, 0.100
c3_00_starbeta,0.100***
c3_00_se, 0.038
c3_00_n,291110
c3_00_r2, 0.81
c3_02_p, 0.23
c3_02_beta, 0.056
c3_02_starbeta, 0.056
c3_02_se, 0.047
c3_02_n,291110
c3_02_r2, 0.81
c3_25_p, 0.72
c3_25_beta,-0.013
c3_25_starbeta,-0.013
c3_25_se, 0.036
c3_25_n,291110
c3_25_r2, 0.81
c4_00_p, 0.01
c4_00_beta, 0.111
c4_00_starbeta,0.111**
c4_00_se, 0.044
c4_00_n,99480
c4_00_r2, 0.79
c4_02_p, 0.08
c4_02_beta, 0.090
c4_02_starbeta,0.090*
c4_02_se, 0.051
c4_02_n,99480
c4_02_r2, 0.79
c4_25_p, 0.61
c4_25_beta, 0.020
c4_25_starbeta, 0.020
c4_25_se, 0.040
c4_25_n,99480
c4_25_r2, 0.79
c5_00_p, 0.00
c5_00_beta, 0.145
c5_00_starbeta,0.145***
c5_00_se, 0.045
c5_00_n,74408
c5_00_r2, 0.79
c5_02_p, 0.04
c5_02_beta, 0.104
c5_02_starbeta,0.104**
c5_02_se, 0.051
c5_02_n,74408
c5_02_r2, 0.79
c5_25_p, 0.74
c5_25_beta, 0.014
c5_25_starbeta, 0.014
c5_25_se, 0.042
c5_25_n,74408
c5_25_r2, 0.79
c6_00_p, 0.01
c6_00_beta, 0.149
c6_00_starbeta,0.149**
c6_00_se, 0.061
c6_00_n,19222
c6_00_r2, 0.80
c6_02_p, 0.05
c6_02_beta, 0.128
c6_02_starbeta,0.128**
c6_02_se, 0.065
c6_02_n,19222
c6_02_r2, 0.80
c6_25_p, 0.82
c6_25_beta, 0.012
c6_25_starbeta, 0.012
c6_25_se, 0.053
c6_25_n,19222
c6_25_r2, 0.80
c7_00_p, 0.08
c7_00_beta, 0.157
c7_00_starbeta,0.157*
c7_00_se, 0.089
c7_00_n,8280
c7_00_r2, 0.81
c7_02_p, 0.49
c7_02_beta, 0.051
c7_02_starbeta, 0.051
c7_02_se, 0.075
c7_02_n,8280
c7_02_r2, 0.81
c7_25_p, 0.63
c7_25_beta,-0.032
c7_25_starbeta,-0.032
c7_25_se, 0.067
c7_25_n,8280
c7_25_r2, 0.81
c8_00_p, 0.03
c8_00_beta, 0.201
c8_00_starbeta,0.201**
c8_00_se, 0.093
c8_00_n,4496
c8_00_r2, 0.83
c8_02_p, 0.45
c8_02_beta, 0.061
c8_02_starbeta, 0.061
c8_02_se, 0.079
c8_02_n,4496
c8_02_r2, 0.83
c8_25_p, 0.30
c8_25_beta, 0.070
c8_25_starbeta, 0.070
c8_25_se, 0.067
c8_25_n,4496
c8_25_r2, 0.83
